event_url,issue_id,session_event_key,session_id_full,session_id_base,report_index,event_id,user_id_base,user_id_suffix,identification_link,app_version,os_version,os_major_version,model,date,crash_kind,nserror_code,nserror_domain,source,status,configuration,breadcrumbs_status,nslocalized_description,orientation_device,ram_free_mib,jailbroken,orientation_os,outcome,reason,last_step,steps_reached,screen_views,n_status_changes,first_breadcrumb_ts,last_breadcrumb_ts,session_elapsed_s
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/1554cddf903511ee1651c3806c818d82?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=d3964ed0d2524daa807c14c46f013bfd_2244516135992752607,1554cddf903511ee1651c3806c818d82,d3964ed0d2524daa807c14c46f013bfd_2244516135992752607,,d3964ed0d2524daa807c14c46f013bfd,,2244516135992752607,f7556ac4-3f85-4068-a21a-93160cd6de24,-1784894900,https://videoid-mobile.e-szigno.hu/identification/f7556ac4-3f85-4068-a21a-93160cd6de24-1784894900,3.8.0 (2811),iOS 17.6.1,17,iPhone 13,"Jul 24, 2026, 2:28:56 PM",FaceKomError,46,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/1554cddf903511ee1651c3806c818d82?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=6454e59c74944f84ad4b5ae348d2d8c9_2244451188871443910,1554cddf903511ee1651c3806c818d82,6454e59c74944f84ad4b5ae348d2d8c9_2244451188871443910,,6454e59c74944f84ad4b5ae348d2d8c9,,2244451188871443910,7c3cca24-387f-4d82-bfb8-0b371c9af54c,,https://videoid-mobile.e-szigno.hu/identification/7c3cca24-387f-4d82-bfb8-0b371c9af54c,3.8.0 (2811),iOS 26.5.0,26,iPhone 16 Pro,"Jul 24, 2026, 10:16:54 AM",FaceKomError,46,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/1554cddf903511ee1651c3806c818d82?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=7ec59ce708994de3a33e86a60a0d684f_2244437915902823987,1554cddf903511ee1651c3806c818d82,7ec59ce708994de3a33e86a60a0d684f_2244437915902823987,,7ec59ce708994de3a33e86a60a0d684f,,2244437915902823987,d143d293-4056-48cf-b43c-7fad1074f6d9,-1784879441,https://videoid-mobile.e-szigno.hu/identification/d143d293-4056-48cf-b43c-7fad1074f6d9-1784879441,3.8.0 (2811),iOS 26.5.2,26,iPhone 15 Plus,"Jul 24, 2026, 9:25:24 AM",FaceKomError,46,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,not_available,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/fc90ac57101d1258a32120e65642f194?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=854232641cd04068a6fb3ac0c2b01145_2244535734831469683,fc90ac57101d1258a32120e65642f194,854232641cd04068a6fb3ac0c2b01145_2244535734831469683,,854232641cd04068a6fb3ac0c2b01145,,2244535734831469683,12a20b73-83d8-428a-9211-718d39247b0f,,https://videoid-mobile.e-szigno.hu/identification/12a20b73-83d8-428a-9211-718d39247b0f,3.8.0 (2811),iOS 26.5.2,26,iPhone 13,"Jul 24, 2026, 3:44:59 PM",stopAndClear,0,FaceKom stopAndClear,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/fc90ac57101d1258a32120e65642f194?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=ddfefb44aff241ecb6cc03c2f45fd902_2244495275228027333,fc90ac57101d1258a32120e65642f194,ddfefb44aff241ecb6cc03c2f45fd902_2244495275228027333,,ddfefb44aff241ecb6cc03c2f45fd902,,2244495275228027333,30efca41-a4c3-43cc-8c7a-4505e43213cc,-1784891341,https://videoid-mobile.e-szigno.hu/identification/30efca41-a4c3-43cc-8c7a-4505e43213cc-1784891341,3.8.0 (2811),iOS 26.5.2,26,iPhone 17 Pro,"Jul 24, 2026, 1:07:59 PM",stopAndClear,0,FaceKom stopAndClear,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/fc90ac57101d1258a32120e65642f194?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=7b6e9dae99ac40589f9b4a78587fea4c_2244477721965109901,fc90ac57101d1258a32120e65642f194,7b6e9dae99ac40589f9b4a78587fea4c_2244477721965109901,,7b6e9dae99ac40589f9b4a78587fea4c,,2244477721965109901,4f4cdd58-38d6-467e-b7e0-1569e16f7985,,https://videoid-mobile.e-szigno.hu/identification/4f4cdd58-38d6-467e-b7e0-1569e16f7985,3.8.0 (2811),iPadOS 17.7.11,17,"iPad Pro (12.9-inch, 2nd generation)","Jul 24, 2026, 11:59:52 AM",stopAndClear,0,FaceKom stopAndClear,videoId,eSzigno.SelfServicePresenter.Status.aborted,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/fc90ac57101d1258a32120e65642f194?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=7ec59ce708994de3a33e86a60a0d684f_2244472829691973173,fc90ac57101d1258a32120e65642f194,7ec59ce708994de3a33e86a60a0d684f_2244472829691973173,,7ec59ce708994de3a33e86a60a0d684f,,2244472829691973173,d143d293-4056-48cf-b43c-7fad1074f6d9,-1784879441,https://videoid-mobile.e-szigno.hu/identification/d143d293-4056-48cf-b43c-7fad1074f6d9-1784879441,3.8.0 (2811),iOS 26.5.2,26,iPhone 15 Plus,"Jul 24, 2026, 11:40:53 AM",stopAndClear,0,FaceKom stopAndClear,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/66ab9689c1addf4cdac8881ddf52eff2?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=f937f37b79d04ed4a66dfa170214414d_2245587533283060190,66ab9689c1addf4cdac8881ddf52eff2,f937f37b79d04ed4a66dfa170214414d_2245587533283060190,,f937f37b79d04ed4a66dfa170214414d,,2245587533283060190,c28d866c-8a3e-4108-83d8-09cd2944e91b,,https://videoid-mobile.e-szigno.hu/identification/c28d866c-8a3e-4108-83d8-09cd2944e91b,3.8.0 (2811),iOS 26.5.2,26,iPhone 17 Pro Max,"Jul 27, 2026, 11:46:30 AM",handleFlow,0,FaceKom handleFlow,Logged out videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/66ab9689c1addf4cdac8881ddf52eff2?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=c2d973ce34664bd196556006027c5205_2245581821239269009,66ab9689c1addf4cdac8881ddf52eff2,c2d973ce34664bd196556006027c5205_2245581821239269009,,c2d973ce34664bd196556006027c5205,,2245581821239269009,3b30c529-8606-45c3-a666-f49930be3a59,-1783318795,https://videoid-mobile.e-szigno.hu/identification/3b30c529-8606-45c3-a666-f49930be3a59-1783318795,3.8.0 (2811),iOS 26.5.2,26,iPhone SE (2nd generation),"Jul 27, 2026, 11:24:20 AM",handleFlow,0,FaceKom handleFlow,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/66ab9689c1addf4cdac8881ddf52eff2?time=90d&versions=3.8.0+%282811%29&types=error&sessionEventKey=681611d08f314ff8a508d51edfc8e8fe_2245545666549525313,66ab9689c1addf4cdac8881ddf52eff2,681611d08f314ff8a508d51edfc8e8fe_2245545666549525313,,681611d08f314ff8a508d51edfc8e8fe,,2245545666549525313,f5ed86b9-452b-460f-9a62-bf9693998b20,,https://videoid-mobile.e-szigno.hu/identification/f5ed86b9-452b-460f-9a62-bf9693998b20,3.8.0 (2811),iOS 26.5.2,26,iPhone 14,"Jul 27, 2026, 9:04:02 AM",handleFlow,0,FaceKom handleFlow,Logged out videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
